NPI,Physician_Name,State,Total_Procedures_Annual,Total_Revenue_Annual,Total_RVUs_Annual,Monthly_Procedures,Monthly_Revenue,Monthly_RVUs,RVU_to_National_Mean_Diff_Pct,Performance_Tier
1043299985,Paulos Yohannes,FL,5513.0,376358.7299983481,10875.471158299613,459.4,31363.23,906.3,182.3,Top 10% Performer
1043302383,Barry Blitz,FL,9322.0,357522.2599996134,10331.162046096173,776.8,29793.52,860.9,168.2,Top 10% Performer
1043302748,John Kabalin,NE,31131.0,453589.0500027685,13107.161433580355,2594.2,37799.09,1092.3,240.3,Top 10% Performer
1043305972,Vijay Goli,NV,20527.0,879674.1099990924,25419.552276733426,1710.6,73306.18,2118.3,559.9,Top 10% Performer
1043320005,James Brooks,CA,130.0,6039.2800000259995,174.51439337534893,10.8,503.27,14.5,-95.5,Bottom 10% Performer
1043344005,Richard Windsor,WI,629.0,38526.230000041796,1113.2753668429875,52.4,3210.52,92.8,-71.1,Average Performer
1043387913,Reynaldo Hernandez,CA,16.0,1057.13,30.547416358918348,1.3,88.09,2.5,-99.2,Bottom 10% Performer
1043388481,Natakom Chulamorkodt,AZ,4798.0,364937.5499999885,10545.438389652389,399.8,30411.46,878.8,173.8,Top 10% Performer
1043399322,Herbert Watkins,TX,1636.0,72245.32000049831,2087.6409429668183,136.3,6020.44,174.0,-45.8,Average Performer
1043416506,Shawn Thomas,FL,590.0,35423.759999939,1023.6246684102559,49.2,2951.98,85.3,-73.4,Average Performer
1043419872,Nathaniel Ballek,KS,1558.0,85482.7500005628,2470.1570816952685,129.8,7123.56,205.8,-35.9,Average Performer
1043427438,Samuel Snipes,NH,3361.0,167153.9800007189,4830.1743618403325,280.1,13929.5,402.5,25.4,Average Performer
1043439920,Bryan Bruner,TX,3850.0,342745.4499986393,9904.163126799223,320.8,28562.12,825.3,157.1,Top 10% Performer
1043451073,Ryan Hsi,TN,456.0,51315.760000149,1482.8487380917002,38.0,4276.31,123.6,-61.5,Average Performer
1043452287,Samuel Ohlander,IL,22.0,926.31999999,26.76745785408395,1.8,77.19,2.2,-99.3,Bottom 10% Performer
1043461064,Brian Stisser,VA,5493.0,326449.6000012328,9433.269183014396,457.8,27204.13,786.1,144.9,Top 10% Performer
1043463029,William Rogers,TN,3702.0,197971.250000314,5720.687333492669,308.5,16497.6,476.7,48.5,Average Performer
1043464704,Sandy Nosseir,NJ,735.0,68394.7300002082,1976.3721529728257,61.2,5699.56,164.7,-48.7,Average Performer
1043466931,Timothy Ruddell,TX,1055.0,63171.070000210995,1825.4263686914771,87.9,5264.26,152.1,-52.6,Average Performer
1043467038,Gaspar Msangi,GA,916.0,48712.9699999648,1407.6370708128832,76.3,4059.41,117.3,-63.5,Average Performer
1043474919,Bahaa Malaeb,MI,397.0,26054.889999853,752.8965907800625,33.1,2171.24,62.7,-80.5,Average Performer
1043476898,Adrienne Heckler,WA,826.0,47449.2200001056,1371.119048034907,68.8,3954.1,114.3,-64.4,Average Performer
1043477334,Lori Dulabon,PA,367.0,21416.619999974002,618.8665614824511,30.6,1784.72,51.6,-83.9,Average Performer
1043507866,Luke Frederick,IL,2543.0,132533.6700001761,3829.7666314179564,211.9,11044.47,319.1,-0.6,Average Performer
1043539729,Eugene Pietzak,PA,963.0,146016.20999943902,4219.365604990984,80.2,12168.02,351.6,9.5,Average Performer
1043540149,Kumaran Sathyamoorthy,TX,6676.0,234201.26000006,6767.60985025978,556.3,19516.77,564.0,75.7,Average Performer
1043573355,Kyle Basham,AR,5127.0,138647.6200007168,4006.438730652796,427.2,11553.97,333.9,4.0,Average Performer
1043577091,Andrew Margules,PA,6360.0,190222.9299997224,5496.787569849403,530.0,15851.91,458.1,42.7,Average Performer
1043584097,Frances Alba,NM,140.0,8260.450000014,238.6985569063925,11.7,688.37,19.9,-93.8,Bottom 10% Performer
1043584949,Alberic Rogman,TN,1885.0,81596.7500002282,2357.86506464819,157.1,6799.73,196.5,-38.8,Average Performer
1043585557,Quoc-Dien Trinh,PA,678.0,98727.19000040101,2852.8757852754998,56.5,8227.27,237.7,-25.9,Average Performer
1043601875,Mohammed Said,KY,545.0,46241.5599997764,1336.221833075472,45.4,3853.46,111.4,-65.3,Average Performer
1043605330,Meenakshi Davuluri,NY,361.0,33050.2699999814,955.0389814536527,30.1,2754.19,79.6,-75.2,Average Performer
1043630726,Andrew Sun,HI,1266.0,75243.3099999743,2174.2725291992274,105.5,6270.28,181.2,-43.6,Average Performer
1043636954,Ankit Patel,IL,4262.0,176285.6200009646,5094.047309469534,355.2,14690.47,424.5,32.2,Average Performer
1043637325,Marc Nelson,IL,2272.0,125264.9399999749,3619.72536713002,189.3,10438.74,301.6,-6.0,Average Performer
1043639321,Christi Butler,CA,86.0,4588.560000004,132.5935814970728,7.2,382.38,11.0,-96.6,Bottom 10% Performer
1043653942,Daniel Smith,WA,7131.0,85419.3099986661,2468.323884120941,594.2,7118.28,205.7,-35.9,Average Performer
1043655046,Morris Jessop,MT,66.0,4771.609999992,137.8830960923765,5.5,397.63,11.5,-96.4,Bottom 10% Performer
1043655525,David Koslov,CA,372.0,33689.4900001165,973.5102380531956,31.0,2807.46,81.1,-74.7,Average Performer
1043657067,Ben Niver,OH,5928.0,140618.350000548,4063.3860406675103,494.0,11718.2,338.6,5.5,Average Performer
1043664386,Deepak Pruthi,TX,283.0,27831.089999883,804.2226537407458,23.6,2319.26,67.0,-79.1,Average Performer
1043665177,Juan Cedeno,FL,272.0,28678.880000329,828.7208650568107,22.7,2389.91,69.1,-78.5,Average Performer
1043666191,Ethan Ferguson,IN,54.0,4318.610000005,124.7929561756275,4.5,359.88,10.4,-96.8,Bottom 10% Performer
1043666365,Hemant Chaparala,GA,1018.0,49732.300000047,1437.0921973532777,84.8,4144.36,119.8,-62.7,Average Performer
1043673791,Shannon Smith,CA,332.0,29217.3199998225,844.2799267132045,27.7,2434.78,70.4,-78.1,Average Performer
1043692494,Joshua Belle,NE,199.0,14212.570000011,410.6943264504915,16.6,1184.38,34.2,-89.3,Average Performer
1043698046,David Brooks,PA,2855.0,159058.6499982507,4596.247204207648,237.9,13254.89,383.0,19.3,Average Performer
1043716327,Roy Lipworth,CO,68.0,7980.739999969001,230.61590119599956,5.7,665.06,19.2,-94.0,Bottom 10% Performer
1043717622,Michael Shapiro,MN,396.0,26761.569999823598,773.3172090499274,33.0,2230.13,64.4,-79.9,Average Performer
1043741911,Jacob Basilius,CA,155.0,15444.46999988,446.291993916697,12.9,1287.04,37.2,-88.4,Average Performer
1043743305,Alexander Liu,FL,18602.0,165534.209999457,4783.368587116095,1550.2,13794.52,398.6,24.2,Average Performer
1043746068,Robert Fisher,GA,2970.0,225766.6900003849,6523.879825013578,247.5,18813.89,543.7,69.4,Average Performer
1043751480,Minh Pham,IL,54.0,3676.4799999,106.23761059867886,4.5,306.37,8.9,-97.2,Bottom 10% Performer
1053049007,Prabhjot Singh,PA,240.0,12717.5900000008,367.4945529991966,20.0,1059.8,30.6,-90.5,Average Performer
1053060566,Nicholas Dean,IL,105.0,8089.220000016,233.75059960400156,8.8,674.1,19.5,-93.9,Bottom 10% Performer
1053301440,Carl Walker,WA,1443.0,209207.1100002218,6045.364992406615,120.2,17433.93,503.8,56.9,Average Performer
1053304600,Laris Galejs,MI,650.0,41396.1699999635,1196.2067490785898,54.2,3449.68,99.7,-68.9,Average Performer
1053309229,Charles Gillock,VA,2199.0,127637.9799991389,3688.298050613442,183.2,10636.5,307.4,-4.2,Average Performer
1053310110,Winston Vaught,SC,3092.0,129576.8999999002,3744.3261612052233,257.7,10798.07,312.0,-2.8,Average Performer
1053310367,Roderick Crocker,MA,3256.0,129833.9299994041,3751.753443007441,271.3,10819.49,312.6,-2.6,Average Performer
1053310821,Akhil Das,CA,3040.0,190791.4799995326,5513.216706819373,253.3,15899.29,459.4,43.1,Average Performer
1053313478,Michael Campenni,PA,1301.0,104299.3800002557,3013.8928862532057,108.4,8691.62,251.2,-21.8,Average Performer
1053315077,Jeffrey Rebman,VA,5112.0,262783.540000701,7593.53930800553,426.0,21898.63,632.8,97.1,Average Performer
1053315614,Marcus Loo,NY,1499.0,100285.4300000105,2897.903554854636,124.9,8357.12,241.5,-24.8,Average Performer
1053316000,Gregory Halenda,PA,2564.0,120153.1700002314,3472.012818518976,213.7,10012.76,289.3,-9.9,Average Performer
1053318782,William Rankin,KY,782.0,39785.919999918,1149.6760696036547,65.2,3315.49,95.8,-70.2,Average Performer
1053319624,Anthony Quinn,CT,99.0,3698.859999999,106.88431552724656,8.2,308.24,8.9,-97.2,Bottom 10% Performer
1053324079,Alex Koper,CA,5155.0,221518.8999998894,6401.133322927377,429.6,18459.91,533.4,66.2,Average Performer
1053325548,Craig Landow,PA,4813.0,210825.7799985591,6092.138980834623,401.1,17568.81,507.7,58.2,Average Performer
1053329847,Theodore Belis,PA,221.0,12736.6999998738,368.04676618275914,18.4,1061.39,30.7,-90.4,Average Performer
1053334078,King Morris,OK,436.0,27241.9699998786,787.1991146060128,36.3,2270.16,65.6,-79.6,Average Performer
1053334318,Davinder Sekhon,FL,25327.0,461783.84999882,13343.962931463726,2110.6,38481.99,1112.0,246.4,Top 10% Performer
1053336263,Michael Ficazzola,NY,15268.0,422002.7199990008,12194.425276366685,1272.3,35166.89,1016.2,216.6,Top 10% Performer
1053342386,Mark Weintraub,FL,3629.0,132276.5700005035,3822.3373268519367,302.4,11023.05,318.5,-0.8,Average Performer
1053343152,David Svetec,PA,5080.0,84629.1100001854,2445.4898255279513,423.3,7052.43,203.8,-36.5,Average Performer
1053343186,John White,TX,1147.0,85912.2299998831,2482.5675745930816,95.6,7159.35,206.9,-35.5,Average Performer
1053343574,Sergio Fefer,MA,2997.0,135909.6899996363,3927.321982755584,249.8,11325.81,327.3,2.0,Average Performer
1053349555,Thomas Hamilton,SC,1551.0,98650.92999978989,2850.672133889011,129.2,8220.91,237.6,-26.0,Average Performer
1053353474,Vincent Cubelli,NJ,3142.0,191713.110002356,5539.848639907184,261.8,15976.09,461.7,43.8,Average Performer
1053365767,Albert Ong,FL,5983.0,138825.8899990922,4011.590119663303,498.6,11568.82,334.3,4.1,Average Performer
1053366641,William Hughes,AL,4633.0,214344.9800001343,6193.831741136973,386.1,17862.08,516.2,60.8,Average Performer
1053368118,Kevin Nasseri,KS,1914.0,148577.8000002411,4293.386734175989,159.5,12381.48,357.8,11.5,Average Performer
1053370304,Denton Allman,NY,17.0,882.600000003,25.50410042139848,1.4,73.55,2.1,-99.3,Bottom 10% Performer
1053375584,Juan Premoli,FL,361.0,16544.4000000188,478.07618288106755,30.1,1378.7,39.8,-87.6,Average Performer
1053377333,James Kelly,MO,2249.0,179941.39999991402,5199.686761329299,187.4,14995.12,433.3,35.0,Average Performer
1053378166,Robert Kidd,LA,200668.0,323050.459996268,9335.045743140477,16722.3,26920.87,777.9,142.3,Top 10% Performer
1053381467,Rustin Walters,OK,20276.0,94720.12000045991,2737.085262191743,1689.7,7893.34,228.1,-28.9,Average Performer
1053381517,John Foley,MD,55769.0,205408.5800015038,5935.600557169057,4647.4,17117.38,494.6,54.1,Average Performer
1053383174,Joseph Kueter,AR,1068.0,68531.8800001736,1980.3353156420987,89.0,5710.99,165.0,-48.6,Average Performer
1053384081,Jean Lajeune,NY,286.0,16147.719999911998,466.6134970008842,23.8,1345.64,38.9,-87.9,Average Performer
1053385716,Bruce Green,GA,235.0,18025.859999952,520.8852748915511,19.6,1502.15,43.4,-86.5,Average Performer
1053388785,Kevin Nickell,TX,4449.0,249754.9500007131,7217.057926056981,370.8,20812.91,601.4,87.4,Average Performer
1053392720,Timothy Siegel,IN,3412.0,153711.6899997718,4441.738474602002,284.3,12809.31,370.1,15.3,Average Performer
1053393819,William Spencer,MI,523.0,31614.77000004,913.5579751616762,43.6,2634.56,76.1,-76.3,Average Performer
1053394627,Phillip Dowd,TX,11279.0,207400.790000089,5993.168565172975,939.9,17283.4,499.4,55.6,Average Performer
1053396341,John Colberg,CT,596.0,34550.300000041,998.3846825147228,49.7,2879.19,83.2,-74.1,Average Performer
1053396606,Bryant Williams,AL,71067.0,169720.5799991931,4904.340262704171,5922.2,14143.38,408.7,27.3,Average Performer
1053397851,John Cudecki,IL,3351.0,165243.7300002493,4774.974715520609,279.2,13770.31,397.9,24.0,Average Performer
1053403105,Bradley Anderson,CA,235.0,11315.639999993,326.98302616273963,19.6,942.97,27.2,-91.5,Bottom 10% Performer
1053403774,Craig Canfield,CA,65842.0,785832.4000007679,22707.85003845461,5486.8,65486.03,1892.3,489.5,Top 10% Performer
1053406819,Laura Crocitto,CA,187.0,14116.460000016,407.9170784430536,15.6,1176.37,34.0,-89.4,Average Performer
1053411215,John Anema,MI,513.0,38348.4,1108.1366922690152,42.8,3195.7,92.3,-71.2,Average Performer
1053414458,Scott Shelfo,GA,497.0,41623.019999957,1202.7619328316023,41.4,3468.58,100.2,-68.8,Average Performer
1053419614,Roberto Pedraza,MD,2587.0,153015.21000029112,4421.6126012186,215.6,12751.27,368.5,14.8,Average Performer
1053436550,Timothy Lesser,CA,7434.0,382011.1100022373,11038.805474228238,619.5,31834.26,919.9,186.6,Top 10% Performer
1053446310,Jeffrey Veale,CA,102.0,105391.419998898,3045.4490813466373,8.5,8782.62,253.8,-20.9,Average Performer
1053448084,Dustin Ridout,CO,2269.0,191195.459999633,5524.890337558963,189.1,15932.95,460.4,43.4,Average Performer
1053468967,Robert Marino,FL,275.0,25446.769999988,735.3240170832972,22.9,2120.56,61.3,-80.9,Average Performer
1053491811,Scott Ferguson,AR,2715.0,111902.8800004448,3233.6078506292165,226.2,9325.24,269.5,-16.1,Average Performer
1053497453,Ross Oliver,WV,481.0,18973.099999950602,548.2572486996723,40.1,1581.09,45.7,-85.8,Average Performer
1053499731,Viswanathan Gajendran,CA,176.0,13927.439999973,402.4550514061931,14.7,1160.62,33.5,-89.6,Average Performer
1053501114,Rebecca O'malley,NY,139.0,5177.0000000499995,149.59747097485422,11.6,431.42,12.5,-96.1,Bottom 10% Performer
1053511279,Lauren Eisenberg,TX,2826.0,108545.7800004035,3136.599222116369,235.5,9045.48,261.4,-18.6,Average Performer
1053512822,Jason Jankowski,OH,1438.0,107867.2300000935,3116.9914639600274,119.8,8988.94,259.7,-19.1,Average Performer
1053517359,Troy Sofinowski,KY,332.0,15427.499999956,445.8016193617329,27.7,1285.62,37.2,-88.4,Average Performer
1053524769,Justin Isariyawongse,PA,2404.0,131860.419999039,3810.3120249850895,200.3,10988.37,317.5,-1.1,Average Performer
1053530782,Simone Thavaseelan,RI,549.0,30587.4299999403,883.8713872063474,45.8,2548.95,73.7,-77.1,Average Performer
1053558627,Miguel Pineda,NY,508.0,50991.38999932,1473.4755621628494,42.3,4249.28,122.8,-61.7,Average Performer
1053573147,Herbert Wiser,IL,788.0,56647.4400002101,1636.9159283657293,65.7,4720.62,136.4,-57.5,Average Performer
1053573659,Balaji Kalyanaraman,KY,508.0,42622.010000027,1231.6293034203986,42.3,3551.83,102.6,-68.0,Average Performer
1053575365,Aaron Becker,IN,4450.0,215233.7200004432,6219.513266421716,370.8,17936.14,518.3,61.5,Average Performer
1053577197,Maria Ordonez,MA,209.0,12504.230000021,361.32918378848296,17.4,1042.02,30.1,-90.6,Average Performer
1053577478,Diana Kang,CA,9894.0,191041.46000111089,5520.440267960969,824.5,15920.12,460.0,43.3,Average Performer
1053578831,Kevin Gioia,NJ,7586.0,243889.550000006,7047.568065838087,632.2,20324.13,587.3,83.0,Average Performer
1053581496,Ashley Bowen,OK,4996.0,231646.5000005717,6693.786084590961,416.3,19303.88,557.8,73.8,Average Performer
1053612101,Shaya Taghechian,GA,1743.0,85891.870000759,2481.979240736024,145.2,7157.66,206.8,-35.6,Average Performer
1053632091,Daniel Gilbert,AZ,6796.0,340090.2000019999,9827.435546289391,566.3,28340.85,819.0,155.1,Top 10% Performer
1053653501,Petar Bajic,OH,443.0,25851.340000059,747.0146967901417,36.9,2154.28,62.3,-80.6,Average Performer
1053674101,Robert Elgin,MI,3859.0,192066.72999939832,5550.067039992784,321.6,16005.56,462.5,44.1,Average Performer
1053676650,Jason Sea,FL,955.0,67660.5199995866,1955.1560124944835,79.6,5638.38,162.9,-49.2,Average Performer
1053707398,Tristan Nicholson,WA,24.0,1793.73,51.832619588397456,2.0,149.48,4.3,-98.7,Bottom 10% Performer
1053724278,Meredith Angel,KY,866.0,58506.200000273995,1690.6276909997052,72.2,4875.52,140.9,-56.1,Average Performer
1053734517,Justin Fincher,GA,260.0,21677.49000012,626.4048060786795,21.7,1806.46,52.2,-83.7,Average Performer
1053737643,Parin Patel,IL,1879.0,112408.1499997317,3248.2084135135237,156.6,9367.35,270.7,-15.7,Average Performer
1053760132,John Richgels,IL,214.0,14235.2999999685,411.3511451696083,17.8,1186.27,34.3,-89.3,Average Performer
1053762948,David Kuppermann,CA,450.0,32398.6500000952,936.2094075655575,37.5,2699.89,78.0,-75.7,Average Performer
1053767806,Joshua Earl,FL,589.0,51935.579999863,1500.759401490571,49.1,4327.96,125.1,-61.0,Average Performer
1053773481,Wesley Yip,CA,54.0,4801.370000012999,138.7430576027706,4.5,400.11,11.6,-96.4,Bottom 10% Performer
1053783860,Ahmed Ali,CA,26.0,1717.6800000059998,49.635036496523746,2.2,143.14,4.1,-98.7,Bottom 10% Performer
1053794016,Justin Houman,CA,80756.0,696645.8300020938,20130.665314368343,6729.7,58053.82,1677.6,422.6,Top 10% Performer
1053799726,Jennifer Fantasia,MA,213.0,10801.480000047,312.125572875583,17.8,900.12,26.0,-91.9,Bottom 10% Performer
1053816702,Paul Rizk,TX,1175.0,47292.059999800105,1366.5776652680763,97.9,3941.0,113.9,-64.5,Average Performer
1053843334,Molly Reissmann,NC,1150.0,49181.2099999766,1421.1675942454415,95.8,4098.43,118.4,-63.1,Average Performer
1053845362,Pranav Dadhich,TX,220.0,26652.71999998,770.1718189220428,18.3,2221.06,64.2,-80.0,Average Performer
1053846089,Eric Wendel,LA,475.0,37964.319999978,1097.0381029982489,39.6,3163.69,91.4,-71.5,Average Performer
1063405157,Perry Sutaria,NJ,10225.0,370065.6999999145,10693.624263857762,852.1,30838.81,891.1,177.6,Top 10% Performer
1063405298,Peter Hughes,NY,708.0,35450.500000087,1024.3973623248723,59.0,2954.21,85.4,-73.4,Average Performer
1063407260,Susan Kalota,AZ,2634.0,133079.7899995644,3845.5476186222236,219.5,11089.98,320.5,-0.2,Average Performer
1063410173,Anthony Barnes,GA,102.0,4548.879999979999,131.44696614999626,8.5,379.07,11.0,-96.6,Bottom 10% Performer
1063413938,John Bak,WA,999.0,75010.819999955,2167.5543688690177,83.2,6250.9,180.6,-43.7,Average Performer
1063419133,Kenneth Ruby,KY,3259.0,193088.57000146172,5579.594696946261,271.6,16090.71,465.0,44.9,Average Performer
1063433514,Brian Flynn,CO,1092.0,79743.3199997245,2304.3073206455633,91.0,6645.28,192.0,-40.2,Average Performer
1063434413,John Chacko,FL,348.0,28150.31000001,813.4470123853529,29.0,2345.86,67.8,-78.9,Average Performer
1063445138,Michael Kleeman,NY,4985.0,291592.6900005229,8426.024527411935,415.4,24299.39,702.2,118.8,Top 10% Performer
1063449809,Jonathan Bingham,PA,703.0,67545.099999984,1951.8207719999305,58.6,5628.76,162.7,-49.3,Average Performer
1063450773,Ralph Zagha,FL,2643.0,200791.92999980852,5802.195271362025,220.2,16732.66,483.5,50.6,Average Performer
1063451367,Andy Cho,OH,4604.0,109951.4300003409,3177.2176662083934,383.7,9162.62,264.8,-17.5,Average Performer
1063465987,Marlene Corujo,NY,570.0,59334.1300005314,1714.5520167060065,47.5,4944.51,142.9,-55.5,Average Performer
1063466811,Robert Busch,FL,1390.0,64922.7400003432,1876.0435991337738,115.8,5410.23,156.3,-51.3,Average Performer
1063472017,Carl Gjertson,CT,533.0,45837.769999725,1324.5536926829584,44.4,3819.81,110.4,-65.6,Average Performer
1063472421,Geoffrey Sklar,MD,952.0,32590.850000022,941.7633256474851,79.3,2715.9,78.5,-75.6,Average Performer
1063472470,John Giannakis,TX,19555.0,750855.2800012386,21697.13172787646,1629.6,62571.27,1808.1,463.3,Top 10% Performer
1063472694,Charles Fernicola,NJ,16991.0,318315.150001092,9198.211592174002,1415.9,26526.26,766.5,138.8,Top 10% Performer
1063479772,Luay Susan,OH,1213.0,72265.610000046,2088.2272540771887,101.1,6022.13,174.0,-45.8,Average Performer
1063480085,Marc Melser,FL,37293.0,179257.2000002267,5179.915737648938,3107.8,14938.1,431.7,34.5,Average Performer
1063484848,Sean Tirney,FL,685.0,50748.739999872,1466.4638128390866,57.1,4229.06,122.2,-61.9,Average Performer
1063489979,John Wegryn,OH,450.0,27179.760000001,785.4014598540435,37.5,2264.98,65.5,-79.6,Average Performer
1063495851,Narendra Narepalem,IL,2452.0,181150.90999937098,5234.637434892331,204.3,15095.91,436.2,35.9,Average Performer
1063497352,Harris Foster,CT,626.0,40091.209999927,1158.4978992182614,52.2,3340.93,96.5,-69.9,Average Performer
1063498095,John Munoz,NH,2282.0,141843.520000007,4098.789234299258,190.2,11820.29,341.6,6.4,Average Performer
1063509347,Gabriel Rodriguez,TX,1178.0,108332.7599999979,3130.443677722428,98.2,9027.73,260.9,-18.7,Average Performer
1063510840,David Josephson,CA,83497.0,1241017.2800005176,35861.125463082266,6958.1,103418.11,2988.4,831.0,Top 10% Performer
1063511772,Lars Thompson,NY,4483.0,283667.0000005061,8196.999381628324,373.6,23638.92,683.1,112.8,Average Performer
1063528453,Tristan Pangilinan,FL,1271.0,65730.1399999462,1899.3746785242586,105.9,5477.51,158.3,-50.7,Average Performer
1063529998,Francisco Capo Dominguez,PR,228.0,13346.900000053,385.67944472530934,19.0,1112.24,32.1,-90.0,Average Performer
1063531457,Ted Skolarus,MI,137.0,9963.810000237001,287.91979472571387,11.4,830.32,24.0,-92.5,Bottom 10% Performer
1063538395,David Mcginnis,PA,8965.0,317064.0099994484,9162.05795491699,747.1,26422.0,763.5,137.9,Top 10% Performer
1063564060,David Hernandez,FL,939.0,65376.06999975,1889.1432748972727,78.2,5448.01,157.4,-51.0,Average Performer
1063568491,Jonathan Silberstein,FL,285.0,25156.330000037,726.931301328577,23.8,2096.36,60.6,-81.1,Average Performer
1063568657,Soren Carlsen,HI,3693.0,287500.6200000642,8307.777797044004,307.8,23958.39,692.3,115.7,Average Performer
1063569093,Andrea Sorcini,MA,927.0,83798.169999943,2421.478521188197,77.2,6983.18,201.8,-37.1,Average Performer
1063572238,Jeffrey Woolsey,OR,3511.0,70589.58999992089,2039.7960481047007,292.6,5882.47,170.0,-47.0,Average Performer
1063580207,Trent Sterenchock,GA,1971.0,156738.9500006545,4529.215863072354,164.2,13061.58,377.4,17.6,Average Performer
1063581874,Lawrence Sigler,NY,5728.5,229610.99000148635,6634.966855693093,477.4,19134.25,552.9,72.3,Average Performer
1063583730,Simon Saada,NY,973.0,64687.2399995966,1869.238460148661,81.1,5390.6,155.8,-51.5,Average Performer
1063603108,Damien Smith,CA,2638.0,194805.5100014281,5629.20834999012,219.8,16233.79,469.1,46.1,Average Performer
1063604239,Meredith Jankowski,NJ,1178.0,105137.6399993967,3038.1157133518473,98.2,8761.47,253.2,-21.1,Average Performer
1063611598,Hugo Davila Garcia,FL,3666.0,334952.3900008474,9678.970531316567,305.5,27912.7,806.6,151.3,Top 10% Performer
1063613800,Hector Pimentel,MI,460.0,27342.4999999935,790.1040853949147,38.3,2278.54,65.8,-79.5,Average Performer
1063619237,Adam Nicholson,ND,1623.0,119314.880000075,3447.7891244943103,135.2,9942.91,287.3,-10.5,Average Performer
1063626893,Leah Nakamura,CA,11537.0,251697.54999899672,7273.1923759036445,961.4,20974.8,606.1,88.8,Average Performer
1063636033,George Zahorian,PA,546.0,36728.6399995639,1061.3312065342018,45.5,3060.72,88.4,-72.4,Average Performer
1063640175,Sapan Ambani,MI,126.0,9179.849999981,265.2660505915414,10.5,764.99,22.1,-93.1,Bottom 10% Performer
1063640431,Lynn Paik,PA,4246.0,214648.03999925358,6202.589131405748,353.8,17887.34,516.9,61.0,Average Performer
1063640555,Curtis Ross,ME,492.0,28971.820000029,837.1858221945489,41.0,2414.32,69.8,-78.3,Average Performer
1063642403,John Beddies,TN,4789.0,184842.3900010979,5341.308493885428,399.1,15403.53,445.1,38.7,Average Performer
1063643039,Khaled Shahrour,FL,476.0,34751.179999855,1004.189422700412,39.7,2895.93,83.7,-73.9,Average Performer
1063647816,Erin Gibbons,WA,3378.0,70834.3100005456,2046.8676133336107,281.5,5902.86,170.6,-46.9,Average Performer
1063652212,Ryan Fogg,GA,5031.0,196970.3599990256,5691.765059412059,419.2,16414.2,474.3,47.8,Average Performer
1063668119,Brian Le,WI,456.0,26174.489999965,756.3526188938687,38.0,2181.21,63.0,-80.4,Average Performer
1063672871,Vikrant Uberoi,MD,3352.0,200952.1900013393,5806.826233488198,279.3,16746.02,483.9,50.8,Average Performer
1063674133,Lindsey Cox,SC,797.0,50891.0099998835,1470.574925876967,66.4,4240.92,122.5,-61.8,Average Performer
1063687051,Scott Salmon,UT,5332.0,272986.6700004624,7888.374626525374,444.3,22748.89,657.4,104.8,Average Performer
1063694644,Gregory Weigler,MI,2285.0,145637.14000023,4208.411787489814,190.4,12136.43,350.7,9.3,Average Performer
1063702538,Scott Castle,CO,1458.0,101986.0700007834,2947.0461940572322,121.5,8498.84,245.6,-23.5,Average Performer
1063702702,Paul Chung,PA,359.0,40231.939999802,1162.5645115557907,29.9,3352.66,96.9,-69.8,Average Performer
1063706414,Yu-Kuan Lin,NY,5373.0,281744.2300047021,8141.437950560943,447.8,23478.69,678.5,111.4,Average Performer
1063723401,Neal Patel,GA,1886.0,128459.6299994227,3712.0409059481453,157.2,10704.97,309.3,-3.6,Average Performer
1063730372,Dustin Gayheart,KY,934.0,52628.169999945996,1520.772867288116,77.8,4385.68,126.7,-60.5,Average Performer
1063750099,Dawud Lankford,CA,3149.0,221638.01999360303,6404.575480509359,262.4,18469.83,533.7,66.3,Average Performer
1063755148,Justin Ahn,CA,371.0,49630.510000703005,1434.1508169259555,30.9,4135.88,119.5,-62.8,Average Performer
1063772770,Brendan Browne,GA,816.0,81150.2200001454,2344.9618854466944,68.0,6762.52,195.4,-39.1,Average Performer
1063773182,Julie Wang,LA,67.0,4007.8100000060003,115.81190653715228,5.6,333.98,9.7,-97.0,Bottom 10% Performer
1063807220,Carissa Chu,CA,36.0,5353.6900000000005,154.7032034722102,3.0,446.14,12.9,-96.0,Bottom 10% Performer
1063807477,Evan Carlos,WA,1042.0,90214.799999696,2606.8970300031788,86.8,7517.9,217.2,-32.3,Average Performer
1063824688,John Moore,MS,4441.0,213235.6599995102,6161.77621349672,370.1,17769.64,513.5,60.0,Average Performer
1063828465,Vidit Sharma,MN,342.0,28769.5200000078,831.3400488931983,28.5,2397.46,69.3,-78.4,Average Performer
1063855138,Patrick Guthrie,FL,826.0,54756.370000368195,1582.2705180103044,68.8,4563.03,131.9,-58.9,Average Performer
1063855625,Hari Sawkar,CA,812.0,103011.1699996346,2976.668053690801,67.7,8584.26,248.1,-22.7,Average Performer
1063857597,Peter Elliott,CA,355.0,22578.129999955003,652.4302003674197,29.6,1881.51,54.4,-83.1,Average Performer
1063858595,Nitin Yerram,NJ,1939.0,53602.929999016,1548.9400742935081,161.6,4466.91,129.1,-59.8,Average Performer
1063866796,Jerrod Heermans,MT,742.0,50000.7300000865,1444.8488999106085,61.8,4166.73,120.4,-62.5,Average Performer
1063873446,Elizabeth Koehne,WI,175.0,12910.189999951,373.06002970424373,14.6,1075.85,31.1,-90.3,Average Performer
1063875490,Evan Mulloy,TX,71.0,3965.950000004,114.60229669839508,5.9,330.5,9.6,-97.0,Bottom 10% Performer
