Rndrng_NPI,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5
1144521329,Diana,Londono,MD,Glendora,CA,91741
1144532391,Mark,Runnels,,Jackson,MS,39202
1144540386,Paul,Bower,M.D.,Port Saint Lucie,FL,34952
1144541996,Akwasi,Boateng,M.D.,East Brunswick,NJ,08816
1144544248,Jessica,Lloyd,MD,Springfield,OR,97477
1144546433,Matthew,Uhlman,M.D.,Yakima,WA,98902
1144555475,Philip,Zhao,M.D.,New York,NY,10016
1144575689,Andrew,Cohen,M.D.,Baltimore,MD,21224
1144588302,Sevann,Helo,M.D.,Rochester,MN,55905
1144595299,Philip,May,MD,Kirkland,WA,98034
1144596974,Jared,Wallen,M.D.,Brandon,FL,33511
1144604398,Matthew,Smith,MD,Centerville,OH,45459
1144607508,Johnathan,Doolittle,MD,Cleveland,OH,44195
1144607805,Katherine,Cockerill,MD,San Antonio,TX,78258
1144614355,Jonathan,Zurawin,,Stockbridge,GA,30281
1144619933,Adarsh,Manjunath,MD,Chicago,IL,60611
1144621657,Mark,Ferretti,M.D.,Lakewood,NJ,08701
1144631151,Andrew,Navetta,M.D.,Temple,TX,76508
1144640855,Eihab,Akary,MD,Sarasota,FL,34239
1144662875,Daniel,Zapata Vargas,MD,Ocala,FL,34471
1144664673,Charles,Lorentz,M.D.,Atlanta,GA,30322
1144665886,Pansy,Uberoi,"MD, MPH",Jbsa Lackland,TX,78236
1144674110,Librado,Valadez,MD,San Antonio,TX,78217
1144675588,Kazi,Hossain,DO,Riverhead,NY,11901
1144684648,Christine,Liaw,MD,Bridgeport,CT,06606
1144719287,Andrew,Schwinn,DO,Brighton,MI,48114
1144887746,Evan,Gibbs,MD,Jacksonville,FL,32224
1154301182,Naveen,Kella,M.D.,San Antonio,TX,78240
1154302263,Joel,Rach,MD,Monongahela,PA,15063
1154308872,Michael,Metro,M.D.,Philadelphia,PA,19140
1154309516,Steven,Sukin,M.D.,Tomball,TX,77375
1154309573,Kyle,Weld,MD,San Antonio,TX,78229
1154314193,Steven,Jensen,MD,Saginaw,MI,48601
1154315877,Mark,Byron,MD,Jesup,GA,31545
1154319135,Russell,Owens,MD,Camp Hill,PA,17011
1154319549,Kevin,Mcgeagh,MD,Annapolis,MD,21401
1154321800,Joseph,Antario,UROLOGIST,Phillipsburg,NJ,08865
1154323392,Donald,Weese,MD,Burley,ID,83318
1154326395,Benedicto,Colon-Perez,MD,Bayamon,PR,00959
1154328375,Jason,Lemoine,MD,Clermont,FL,34711
1154329134,Jeffrey,Lamont,MD,Newton,MA,02462
1154329613,Jenelle,Foote,M.D.,Atlanta,GA,30324
1154353076,Jonathan,Herschman,M.D.,Adrian,MI,49221
1154360121,Geoffrey,Deleary,MD,Hickory,NC,28601
1154365625,Devin,Johnson,M.D.,Eau Claire,WI,54701
1154366706,Azeem,Haleem,MD,Sandwich,IL,60548
1154376325,Christen,Alevizatos,M.D.,Baltimore,MD,21239
1154380046,Omar,Atassi,M.D.,Neenah,WI,54956
1154382083,Kenneth,Blue,M.D.,Baton Rouge,LA,70810
1154383743,Marc,Greenstein,DO,Atlanta,GA,30319
1154383792,Henry,Moskowitz,MD,Corona,NY,11368
1154384352,John,Wang,D.O.,Yuba City,CA,95991
1154386324,Howard,Goldman,MD,Cleveland,OH,44195
1154390458,Michael,Esposito,MD,Maywood,NJ,07607
1154394096,Joseph,Heineman,M.D.,Newport,RI,02840
1154394997,Melody,Denson,MD,Austin,TX,78717
1154398618,Kevin,Killeen,M.D.,Pittsfield,MA,01201
1154399483,Tim,Sidor,MD,Parma,OH,44129
1154401818,Christopher,Smith,M.D.,Houston,TX,77030
1154402139,Charles,Walker,M.D.,Newburgh,NY,12550
1154414027,Stephen,Lucero,MD,Santa Fe,NM,87505
1154414548,Fred,Hadley,MD,Lexington,KY,40504
1154442507,Lance,Wiebusch,MD,Lincoln,NE,68516
1154450708,Paul,Fadden,MD,Edina,MN,55435
1154460194,John,Huffer,MD,Juneau,AK,99801
1154494607,George,Quimby,MD,Keene,NH,03431
1154495018,Osama,Al-Omar,M.D.,Warren,PA,16365
1154511012,Mark,Perlmutter,M.D.,Manasquan,NJ,08736
1154518629,Mehran,Movassaghi,M.D.,Santa Monica,CA,90404
1154522399,Charles,Marguet,MD,Greenville,SC,29605
1154525640,Kelly,Stratton,MD,Oklahoma City,OK,73104
1154530137,Craig,Block,M.D.,Iowa City,IA,52242
1154533297,Eric,Lauer,MD,Yakima,WA,98902
1154550168,Andrew,Wright,M.D.,Tucson,AZ,85715
1154558104,Andrew,Luea,D.O.,Traverse City,MI,49684
1154559904,Thomas,Longo,M.D.,Durham,NC,27705
1154581965,Eric,Biewenga,M.D.,Colorado Springs,CO,80917
1154589364,Stephen,Bennett,MD,Edina,MN,55435
1154593689,Sean,Sawh,MD,Wellington,FL,33449
1154615060,Laura,Martinez,MD,Sugar Land,TX,77479
1154631760,Ruben,Pinkhasov,MD,Syracuse,NY,13202
1154632453,Weil,Lai,M.D.,Flemington,NJ,08822
1154632602,Arash,Akhavein Mohammadi,M.D.,Los Angeles,CA,90048
1154648640,Targhee,Morris,M.D.,Spanish Fork,UT,84660
1154648764,Megan,Bing,MD,Winchester,VA,22601
1154680056,Tillman,Hudson,M.D.,Tulsa,OK,74136
1154681369,Joshua,Roth,M.D.,Indianapolis,IN,46202
1154681906,Andrea,Chan,M. D.,Monterey,CA,93940
1154683829,David,Cahn,"DO, MBS, FACOS",Media,PA,19063
1154702033,Bryan,Pham,M.D.,Houston,TX,77004
1154709228,Andrew,Eschenroeder,M.D.,Richmond,VA,23235
1154718898,Luke,Sebel,"MD, PHD",Tampa,FL,33607
1154731685,Kelli,Gross,M.D.,Scottsdale,AZ,85259
1154734127,Abhinav,Khanna,MD,Rochester,MN,55905
1154740777,Svetlana,Avulova,M.D.,Phoenix,AZ,85012
1154749232,Haider,Rahbar,MD,Port Huron,MI,48060
1154765147,Julia,Willingham,MD,Fort Worth,TX,76109
1154768604,Mimi,Zhang,MD,Durham,NC,27704
1154776813,Benjamin,Harper,M.D.,Augusta,GA,30912
1154779304,Ankeet,Shah,MD,Los Angeles,CA,90089
1154812808,Hitesh,Dube,MD,Indianapolis,IN,46202
1154816866,Dordaneh,Sugano,,Burlington,MA,01805
1154826402,Christopher,Ortengren,MD,Concord,NH,03301
1154855401,Bradley,Houston,M.D.,Memphis,TN,38163
1154860526,Hariharan,Palayapalayam Ganapathi,MD,Tampa,FL,33606
1154946606,Catherine,Wallace,MD,Dallas,GA,30132
1164159257,Brendan,Wallace,MD,Bangor,ME,04401
1164401469,Jerald,Hochstetler,MD,Elkhart,IN,46514
1164402095,Bernard,Howerter,M.D.,Coffeyville,KS,67337
1164402806,Heather,Gottlieb,D.O.,Doylestown,PA,18901
1164407136,William,Sanderson,M.D.,Mobile,AL,36608
1164407417,Steven,Bossinger,MD,Melbourne,FL,32901
1164413720,Charles,Teeple,MD,Amarillo,TX,79106
1164416897,Steven,Rowe,M.D.,Middletown,NY,10941
1164418133,Edward,Kaplan,MD,Dallas,TX,75230
1164418166,Omid,Hakimian,MD,Middle Village,NY,11379
1164421509,Kevin,Bordeau,MD,Pittsburgh,PA,15243
1164424057,William,Jow,MD,Holmdel,NJ,07733
1164425047,Michael,Glass,MD,Parker,CO,80134
1164427449,Kurt,Meissner,M.D.,San Antonio,TX,78229
1164427621,Ralph,Henderson,M.D.,Shreveport,LA,71106
1164427662,Gordon,Healey,M.D.,Port Arthur,TX,77642
1164428140,Edward,Wright,M.D.,Danville,VA,24541
1164436523,Ronald,Suh,M.D.,Avon,IN,46123
1164446522,Nathan,Shappley,M.D.,Hattiesburg,MS,39402
1164447520,Mark,Plante,MD,Burlington,VT,05401
1164457180,Charles,Coleman,MD,Evans,GA,30809
1164457198,Francis,Fraser,MD,Leesville,LA,71446
1164457867,David,Penson,M.D.,Nashville,TN,37232
1164458782,Jonathan,Mobley,MD,Fairfax,VA,22033
1164461448,Jean,Joseph,MD,Rochester,NY,14642
1164462412,Jerry,Givens,M.D.,Branson,MO,65616
1164463204,Carleen,Bensen,MD,Port Angeles,WA,98362
1164463451,Evan,Cohn,M.D.,Gahanna,OH,43230
1164465670,Daniel,Lehman,M.D.,Fishkill,NY,12524
1164466462,Yefim,Sheynkin,M.D.,East Setauket,NY,11733
1164466728,Rajveer,Purohit,M.D.,New York,NY,10021
1164470076,Darlys,Hofer,MD,Sioux Falls,SD,57108
1164472643,William,Scaljon,M.D.,Atlanta,GA,30309
1164476453,Margaret,Wolf,M.D.,Clinton,IA,52732
1164476628,Jack,Mcaninch,MD,San Francisco,CA,94110
1164477824,Matthew,Munding,M.D.,Missoula,MT,59804
1164479507,Brian,Levin,M.D.,Westminster,MD,21157
1164479598,Jay,Guido,M.D.,Ormond Beach,FL,32174
1164482949,Tammy,Bloom,M.D.,Vancouver,WA,98686
1164485421,Robert,Luangkhot,M.D.,Flushing,NY,11355
1164486262,Sean,Heron,M.D.,St Petersburg,FL,33710
1164487088,Neil,Friedman,M.D.,Wilmette,IL,60091
1164487674,Aaron,Spitz,M.D.,Laguna Hills,CA,92653
1164488581,Gennaro,Falco,MD,Oneonta,NY,13820
1164490496,Martin,Kosdrosky,MD,Middleburg Heights,OH,44130
1164491627,Philippe,Zimmern,MD,Dallas,TX,75390
1164494852,Darwich,Bejany,MD,Miami,FL,33133
1164495362,Avelino,Pinon,MD,Miami,FL,33173
1164502142,Hunter,Wessells,,Seattle,WA,98104
1164505483,Jack,Cassell,MD,Mount Dora,FL,32757
1164506572,Carl,Britton,M.D.,Lubbock,TX,79416
1164514527,William,Roberts,MD,Ann Arbor,MI,48109
1164518908,Peter,Jones,M.D.,Pocatello,ID,83201
1164520417,Tony,Luongo,MD,Boston,MA,02111
1164520466,Kwabena,Pobi,M.D.,Sebring,FL,33870
1164528667,Ajay,Nangia,MD,Kansas City,MO,64108
1164528873,Kymber,Habenicht,MD,Chattanooga,TN,37404
1164531034,Sandeep,Sawhney,M.D.,Joliet,IL,60431
1164531422,Bhalchandra,Parulkar,"MD, MCH",Worcester,MA,01605
1164531877,Asim,Razzaq,MD,Saint Peters,MO,63376
1164534640,Eric,Vogt,MD,Jefferson City,MO,65109
1164539136,Timothy,Brand,MD,Tacoma,WA,98431
1164586988,David,Sussman,M.D.,Brooklyn,NY,11243
1164588711,Sean,Egan,M.D.,West Orange,NJ,07052
1164589776,John,Milner,MD,Skokie,IL,60076
1164606042,Justin,Watson,M.D.,Marietta,GA,30060
1164612024,Jason,Nelles,M.D.,Cameron Park,CA,95682
1164613808,Julia,Golden,D.O.,Sacramento,CA,95816
1164615936,Paul,Rusilko,D.O.,Pittsburgh,PA,15219
1164620548,Rashmi,Licht,MD,E Providence,RI,02914
1164625737,Alok,Shrivastava,"MD, MCH",Weston,FL,33331
1164631149,Colin,Goudelocke,M.D.,New Orleans,LA,70121
1164637054,Joseph,Mashni,M.D.,Gilbert,AZ,85234
1164659801,Kristen,Scarpato,MD,Nashville,TN,37232
1164661765,Aqsa,Khan,MD,Scottsdale,AZ,85259
1164666228,Shelby,Morrisroe,M.D.,Torrance,CA,90503
1164669404,Jens,Carlsen,DO,Port Charlotte,FL,33952
1164670287,Seth,Cohen,M.D.,Irvine,CA,92618
1164675245,Michael,Whalen,M.D.,Washington,DC,20037
1164679262,Bradley,Erickson,M.D.,Iowa City,IA,52242
1164684239,Reid,Graves,M.D.,Saint Petersburg,FL,33701
1164686606,Matthew,Fine,M.D.,Miramar,FL,33029
1164687539,Ranko,Miocinovic,M.D.,Lombard,IL,60148
1164697611,Michael,Hoffman,M.D.,Middletown,NY,10940
1164712469,Ryan,Hankins,M.D.,Washington,DC,20007
1164721338,Mccabe,Kenny,M.D.,Clive,IA,50325
1164722450,Gladys,Ng,"MD,MPH",Burbank,CA,91505
1164726329,Drew,Freilich,MD,Atlanta,GA,30342
1164730917,Jed,Robinson,D.O.,Winnsboro,LA,71295
1164747085,Joseph,Zabell,M.D.,Edina,MN,55435
1164749909,Michael,Pinsky,MD,Slidell,LA,70461
1164765277,Neel,Parekh,M.D.,Akron,OH,44302
1164786091,Roger,Chen,M.D.,Newnan,GA,30265
1164806667,Brittney,Cotta,M.D.,Houston,TX,77030
1164817631,Joseph,Caputo,M.D.,Summit,NJ,07901
1164840682,Daniel,Rittenberg,MD,Kingston,PA,18704
1164846986,Derek,Prabharasuth,MD,Miami,FL,33175
1164849303,Julia,Han,,Gainesville,FL,32610
1164861969,Michael,Lao,M.D.,Lancaster,CA,93534
1164868493,Nicholas,Kavoussi,M.D.,Nashville,TN,37232
1164868824,Derek,Lomas,MD,Rochester,MN,55905
1164873816,Garrick,Greear,M.D.,Longmont,CO,80501
1164877809,Jacob,Oppenheimer,M.D.,Washington,DC,20037
1164886644,Jacob,Jipp,M.D.,Clive,IA,50325
1164914040,Matthew,Loecher,MD,Scranton,PA,18503
1164927927,Clayton,Davis,DO,Bishop,CA,93514
1164952594,Rohit,Patil,,Waldorf,MD,20603
1164956520,Daniel,Wang,,Brandywine,MD,20613
1164962155,Emily,Kelly,MD,Melbourne,FL,32901
1174013916,Thomas,Lowrey,MD,Colorado Springs,CO,80923
1174050538,David,Cochran,MD,Oklahoma City,OK,73104
1174056139,Jeffrey,Morrison,M.D.,Aurora,CO,80045
1174500953,Evangelos,Geraniotis,M.D.,Hyannis,MA,02601
1174501951,George,Zakharia,MD,Wichita,KS,67226
1174502173,Karl,Westenfelder,M.D.,Missoula,MT,59808
1174503106,Andrew,Tobon,MD,San Antonio,TX,78235
1174503478,Bernard,Gburek,MD,Scottsdale,AZ,85255
1174504914,J,Atwell,MD,Vero Beach,FL,32960
1174509814,Jay,Motola,MD,New York,NY,10021
1174515175,Thomas,Benz,MD,Weston,WV,26452
1174518401,Lee,Epstein,MD,Jacksonville Beach,FL,32250
1174520621,Michael,Ziegelbaum,MD,Lake Success,NY,11042
1174520936,Parvez,Mahmood,M.D.,Toms River,NJ,08755
1174521710,Shashi,Shah,MD,Valley Stream,NY,11580
1174522577,Jon,Glass,M.D.,Marrero,LA,70072
1174525257,Damara,Kaplan,"PHD, M.D.",Albuquerque,NM,87109
1174526198,Jon,Morton,MD,Omaha,NE,68114
1174527113,Bruce,Rosenfeld,M.D.,Virginia Beach,VA,23462
1174528178,Narayana,Ambati,M.D.,Fresno,CA,93720
1174528459,Sammy,Vick,M.D.,San Antonio,TX,78229
1174528699,Vincent,Catallozzi,M.D.,West Warwick,RI,02893
1174529309,John,Connolly,M.D.,Burlingame,CA,94010
1174529366,G,Healey,M.D.,Port Arthur,TX,77642
1174533228,Patrick,Sweeney,M.D.,Battle Creek,MI,49015
1174535918,Alireza,Moinzadeh,MD,Burlington,MA,01805
1174539167,Edward,Barton,MD,Novi,MI,48374
1174539605,Jonathan,Fleischmann,MD,Bronx,NY,10461
1174540751,David,Dimarco,MD,Springfield,OR,97477
1174542823,Deborah,Glassman,M.D.,Philadelphia,PA,19107
1174543821,Roger,Williams,M.D.,Dothan,AL,36305
1174546568,Siamak,Daneshmand,M.D.,Los Angeles,CA,90033
1174548762,Marianne,Passarelli,MD,New Haven,CT,06511
1174558191,Mark,Cain,MD,Evans,GA,30809
1174559728,Stewart,Landau,MD,American Fork,UT,84003
1174560221,Marc,Hodroff,M.D.,Portland,ME,04102
1174561369,Jan,Werner,M.D.,Amarillo,TX,79106
1174562425,Edward,Messing,MD,Rochester,NY,14642
1174562714,Kristofer,Wagner,MD,Temple,TX,76508
1174565709,Jesse,Little,M.D.,Oklahoma City,OK,73120
1174566756,Parvez,Shah,M.D.,Laurel,MD,20707
1174569362,Marc,Pliskin,DO,Cincinnati,OH,45211
1174570154,Mark Anthony,Gonzalgo,M.D.,Miami,FL,33136
1174573125,Brian,Benway,MD,West Hollywood,CA,90048
1174573604,Graeme,Steele,MD,Boston,MA,02115
1174574180,Jeffrey,Dann,MD,Palm Coast,FL,32164
1174577704,James,Cochran,M.D.,Dallas,TX,75231
1174579940,Clifford,Johnson,M.D.,Hendersonville,NC,28792
1174583686,Frederick,Greenstein,M.D.,Brooklyn,NY,11212
1174584593,Claus,Roehrborn,MD,Dallas,TX,75390
1174584809,Antonio,Reyes,MD,Pembroke Pines,FL,33026
1174585947,George,Newsome,M.D.,Winston-Salem,NC,27103
1174586366,Brett,Mellinger,MD,Garden City,NY,11530
1174587604,Marc,Gittelman,M.D.,Aventura,FL,33180
1174588487,Brian,Guz,MD,St Clair Shores,MI,48081
1174589709,Stuart,Diamond,MD,Salem,NJ,08079
1174589766,David,Cheng,M.D.,Savannah,GA,31405
1174591762,Andranik,Howhannesian,,Fair Lawn,NJ,07410
1174595508,Michael,Howard,M.D.,Manasquan,NJ,08736
1174603757,Scott,Neusetzer,M.D.,Lafayette,LA,70503
1174609127,Manoj,Monga,MD,San Diego,CA,92103
1174616437,Christopher,Porter,MD,Seattle,WA,98101
1174616692,Mark,Bilowus,M.D.,Reston,VA,20190
1174622120,Thomas,Slabaugh,MD,Lexington,KY,40504
1174625693,Keith,Schulze,MD,Albany,OR,97321
1174628127,Catherine,Schwender,MD,Watkinsville,GA,30677
1174630032,Jean Francois,Eid,MD,New York,NY,10065
1174635593,Diane,Hartman,MD,Golden,CO,80401
1174644314,Ernest,Mcphail,MD,Clemmons,NC,27012
1174645329,Frank,Casey,M.D.,Macon,GA,31210
1174681142,Lynn,Lyons,D.O.,Cordele,GA,31015
1174688683,Anegundi,Nagendra,MD,Lawrenceburg,IN,47025
1174689814,Lee,Koster,M.D.,New Kensington,PA,15068
1174695647,Anita,Pillai-Allen,M.D.,Silver Spring,MD,20902
1174705313,David,Rosenberg,M.D.,Manchester,CT,06040
1174710578,Prithipal,Sethi,M.D.,Stockton,CA,95204
1174713218,Patrick,Kenney,M.D.,New Haven,CT,06519
1174718399,Jeffrey,Bassett,"M.D., M.P.H.",Newport Beach,CA,92663
1174720569,Marina,Cheng,MD,Silverdale,WA,98383
1174727960,Joshua,Stern,MD,Stoneham,MA,02180
1174749907,John,Rabets,MD,Toledo,OH,43614
1174750129,Nick,Liu,M.D.,Syracuse,NY,13210
1174750970,Mohammed,Haseebuddin,M.D.,Frederick,MD,21702
1174758262,Priyanka,Gupta,M.D.,Ann Arbor,MI,48109
1174758965,Pranav,Sharma,,Detroit,MI,48202
1174762116,Benjamin,Scoll,M.D.,Portland,ME,04102
1174772735,Philippa,Cheetham,MBCHB (HONS) MD MRCS,Kew Gardens,NY,11415
1174780852,Naveen,Pokala,M.D.,Columbia,MO,65201
1174784888,Molly,Williams,MD,Colorado Springs,CO,80910
1174785794,Adam,Luchey,M.D.,Virginia Beach,VA,23462
1174793806,Andrew,Smith,M.D.,Walnut Creek,CA,94598
1174796353,Kirk,Anderson,M.D.,Aurora,CO,80045
1174799837,John,Kefer,MD PHD,Boulder,CO,80303
1174813638,Britt,Conroy,"MD, PHD",Willowick,OH,44095
1174813786,Matthew,Meissner,M.D.,Danville,PA,17822
1174816300,Rachel,Moses,M.D.,Lebanon,NH,03756
1174818710,Drew,Palmer,M.D.,Tampa,FL,33607
1174841654,Aaron,Weinberg,,Baltimore,MD,21208
1174844245,Jeremy,Reese,MD,Pleasant Prairie,WI,53158
1174865810,Farzana,Faisal,MD,Scottsdale,AZ,85251
1174884886,Aaron,Benham,MD,Oklahoma City,OK,73120
1174889760,Ilan,Safir,M.D.,Manhasset,NY,11030
1174901581,Bradley,Garden,MD,Coral Springs,FL,33076
1174919948,Jonathan,Corbett,MD,Worthington,OH,43085
1174933048,Kyle,Ericson,MD,Westlake,OH,44145
1174934624,Alyssa,Gracely,M.D.,Salisbury,MD,21804
1174941769,Matthew,Houlihan,D.O.,Lake Barrington,IL,60010
1174962757,Michael,Degen,M.D.,Tarrytown,NY,10591
1174966600,Matthew,Strain,M.D.,Marrero,LA,70072
1174974828,Daniel,Holst,M.D.,Billings,MT,59101
1174977961,Kyla,Velaer,,Monterey,CA,93940
1174985444,Lanette,Rickborn,MD,Marshfield,WI,54449
1174986756,Shanta,Shepherd,"M.D,",Hartford,CT,06105
1184037590,Parth,Shah,MD,Fort Worth,TX,76109
1184060329,Eliza,Defroda,MD,Columbia,MO,65212
1184060881,Jay,Carpenter,D.O.,Paris,TX,75460
1184068520,William,Berg,MD,Stony Brook,NY,11794
1184069056,Haralampos,Kamenidis,MD,Dartmouth,MA,02747
1184086423,Alexandra,Berger Eberhardt,MD,Aurora,CO,80045
1184086431,Christopher,Sayegh,MD,New York,NY,10032
1184119455,Matthew,Sims,M.D.,Germantown,TN,38138
1184144149,Nicole,Dodge,MD,Eau Claire,WI,54701
1184156325,Andrew,Bachman,M.D.,Fort Collins,CO,80528
1184157562,Steven,Allegro,D.O.,Celebration,FL,34747
1184157919,Darian,Andreas,MD,Sunnyside,NY,11104
1184186009,Muhammad,Alam,MD,Jacksonville,FL,32209
1184603037,Michael,Rentzepis,MD,Eau Claire,WI,54703
1184607681,Andrew,Kramer,M.D.,Hyannis,MA,02601
1184609729,Charles,Wright,MD,Hot Springs,AR,71913
1184611063,Thomas,Stormont,M.D.,Stillwater,MN,55082
1184612376,Alfredo,Guevara,MD FACS,Nogales,AZ,85621
1184623340,Richard,Lotenfoe,M.D.,Celebration,FL,34747
1184624140,Edward,Tieng,M.D.,Knoxville,TN,37916
1184624769,Madelyn,Holzman,M.D.,Chico,CA,95926
1184626244,Patrick,Ellison,M.D.,Paducah,KY,42003
1184628661,Yi,Hsieh,,Federal Way,WA,98003
1184638496,Peter,Colegrove,MD,Galena,IL,61036
1184640203,Ashutosh,Kshirsagar,M.D.,Moon Twp,PA,15108
1184641946,Anna,D'amico,M.D.,Madisonville,KY,42431
1184642837,Alexander,Kirschenbaum,M.D.,New York,NY,10075
1184651820,Tom,Lue,M.D.,San Francisco,CA,94143
1184653743,Nathan,Graves,M.D.,Grapevine,TX,76051
1184654162,Rahuldev,Bhalla,M.D.,Setauket,NY,11733
1184657942,Michael,Rashid,M.D.,Wheaton,IL,60187
1184660433,Vance,Moss,MD,Howell,NJ,07731
1184665911,Philip,Butler,M.D.,La Jolla,CA,92037
1184668808,Elliot,Fagelman,M.D.,Pomona,NY,10970
1184668980,Safwat,Awad,M.D.,Paterson,NJ,07503
1184671877,Wayne,Glazier,M.D.,Worcester,MA,01605
1184674301,Chase,Sovell,M.D.,Edina,MN,55435
1184678401,David,Wei,"MD, FACS",Honolulu,HI,96819
1184679581,Francis,Wren,M.D.,Sarasota,FL,34239
1184680654,Daniel,Merrick,MD,Chicago,IL,60625
1184680662,Todd,Campbell,MD,Roseville,MI,48066
1184682692,Anthony,Catanese,MD,Somerville,NJ,08876
1184684789,Mark,Edney,MD,Salisbury,MD,21084
1184687097,Matthew,Mene,DO,Seaford,NY,11783
1184688236,Jeffrey,Hassell,M.D.,Plano,TX,75093
1184688665,Gregory,Mcintosh,D.O.,Livonia,MI,48154
1184689051,Gaetano,Ciancio,"MD, MBA",Miami,FL,33136
1184689473,John,Rodgers,M.D.,Huntingdon Valley,PA,19006
1184689788,Edward,Mcintire,M.D.,Cleveland,TN,37312
1184694523,Eugene,Dula,MD,Tarzana,CA,91356
1184696627,Salim,Hawatmeh,M.D.,Saint Louis,MO,63128
1184717902,Conrado,Tojino,DO,Augusta,GA,30909
1184731127,Andrew,Kader,MD,San Diego,CA,92103
1184739401,Mark,Saslawsky,M.D.,Memphis,TN,38119
1184740045,Robert,Jackson,M.D.,Boise,ID,83712
1184773137,John,Schulhoff,MD,Clairton,PA,15025
1184812471,Brian,Keuer,MD,Lake Barrington,IL,60010
1184812992,Scott,Wilkinson,DO,Saint Clair Shores,MI,48081
1184818551,Sunshine,Murray,M.D.,Tulsa,OK,74146
1184820722,David,Stanley,MD,Gainesville,GA,30501
1184823163,David,Shore,M.D.,Chicago,IL,60657
1184823882,Michael,Myers,MD,Mineral Wells,TX,76067
1184828071,Ryan,Smith,M.D.,Charlottesville,VA,22903
1184831893,Darren,Chapman,M.D.,Pearland,TX,77584
1184837841,Harold,Minerve,M.D.,Dunwoody,GA,30338
1184839698,Teodora,Schellato,D.O,Philadelphia,PA,19111
1184860421,Majid,Mirzazadeh,MD,Winston Salem,NC,27103
1184867533,Alison,Spann,MD,Shreveport,LA,71106
1184870404,Nicholas,Johnson,M.D.,Duluth,MN,55802
1184884280,Cory,Hugen,M.D.,Irvine,CA,92618
1184899650,John,Klein,MD,Woodbridge,VA,22191
1184899775,Laurie,Bachrach,M.D.,Melrose Park,IL,60160
1184910044,Daniel,Oberlin,M.D.,Berkeley,CA,94705
1184913527,Felix,Cheung,M.D.,New York,NY,10065
1184915373,Kellen,Choi,D.O.,Louisville,KY,40202
1184941668,Steve,Rivera,M.D.,Honolulu,HI,96813
1184949588,Franklin,Lee,M.D.,Seattle,WA,98195
1184989915,Yousef,Al-Shraideh,MD,Peoria,IL,61606
1194012310,An,Hoang,M.D.,Sugar Land,TX,77479
1194014688,Remy,Lamberts,,Reno,NV,89511
1194015248,Zuhair,Hussaini,MD,Elmhurst,IL,60126
1194015503,April,Szafran,"MD, PHD",Arlington Heights,IL,60005
1194016774,Aaron,Laviana,"MD, MBA",Austin,TX,78712
1194058222,Roberto,Labayen,M.D.,Carlsbad,NM,88220
1194063495,Matthias,Solga,M.D.,Saratoga Springs,NY,12866
1194086918,Raveen,Syan,MD,Miami,FL,33136
1194089201,Gideon,Lorber,,Wexford,PA,15090
1194103861,Michael,Daneshvar,"M.D., M.S.",Orange,CA,92868
1194105379,Tanner,Miest,"M.D., PH.D.",Virginia Beach,VA,23462
1194117226,Ashima,Singal,MD,Rock Hill,SC,29732
1194121053,Padraic,O'malley,MD,Gainesville,FL,32610
1194153825,Amjad,Alwaal,MD,Huntington,WV,25703
1194161562,Scott,Pate,M.D.,La Crosse,WI,54601
1194165365,Michael,Wood,M.D.,Jackson,MS,39216
1194168369,Kaitlan,Cobb,M.D.,Sacramento,CA,95817
1194222315,Hoang Minh Tue,Nguyen,MD,Round Rock,TX,78681
1194229609,Brett,Giblin,,Fort Myers,FL,33907
1194259648,Nathaniel,Coddington,MD,Houston,TX,77030
1194703223,Edward,Becker,M.D.,Wellington,FL,33449
1194703330,Damian,Portela,M.D.,Wellington,FL,33449
1194709329,Bob,Mann,M.D.,Newnan,GA,30265
1194709675,Atlee,Johnson,MD,Salisbury,NC,28144
1194712273,Barry,Pecha,MD,Jeffersonville,IN,47130
1194712570,Elmer,Pineda,M.D.,Pomona,CA,91767
1194715110,John,Feldman,MD,South Weymouth,MA,02190
1194717306,James,Zachary,MD,Safety Harbor,FL,34695
1194720268,Angelos,Manganiotis,M.D.,Boca Raton,FL,33433
1194720912,Robert,Bennett,MD,Wilmington,NC,28403
1194726281,Mark,Stein,M.D.,New York,NY,10003
1194727461,James,Colvert,M.D.,Enid,OK,73701
1194728865,Christopher,Buchanan,M.D.,Granbury,TX,76048
1194741009,Richard,Walsh,MD,Colorado Springs,CO,80923
1194743864,Sy,Tsi,MD,Corona,CA,92882
1194756999,Jack,Winters,M.D.,Metairie,LA,70006
1194764613,M.,Moy,MD,Gainesville,FL,32610
1194765495,Gregory,Parr,M.D.,Ormond Beach,FL,32174
1194765784,Marc,Benevides,MD,Cary,NC,27511
1194772418,Samuel,Lee,M.D.,Apple Valley,CA,92307
1194773465,Paul,Lyon,MD,Naperville,IL,60540
1194773929,Anthony,Doerr,MD,Pensacola,FL,32514
1194777060,Joseph,Williams,M.D.,Meridian,ID,83642
1194778258,Carl,Ogletree,M.D.,Sugar Land,TX,77478
1194779983,Lynne,Mccormick,DO,Cadillac,MI,49601
1194785642,Kenneth,Weisman,M.D.,Marietta,OH,45750
